Serial Number,Student Name,Standard Name,Section Name,School Name,Date of Birth,Gender,Blood Group,Mobile,Email
489,ROSE R,9,B,Trial School,12/11/2000,female,A2+,1111111111,rose.rrose.r@trialschool.com
490,ROSHAN SUHIL M,9,B,Model School,4/8/2000,male,A2B+,1111111111,roshan.suhil.mroshan.suhil.m@modelschool.com
491,ROSHNI VELLAISAMY,9,B,Demo School,2/9/2000,female,AB-,1111111111,roshni.vellaisamy@demoschool.com
492,RUPESH C M,9,B,Trial School,4/2/2000,male,A1B-,1111111111,rupesh.c.mrupesh.c.m@trialschool.com
493,SANYA,9,B,Demo School,7/5/2000,female,A1+,1111111111,sanya@demoschool.com
494,SUJIN STUART M,9,B,Model School,5/9/2000,male,A-,1111111111,sujin.stuart.msujin.stuart.m@modelschool.com
495,SUKHADIA Z DHYANESH,9,B,Model School,12/11/2000,male,AB+,1111111111,sukhadia.z.dhyaneshsukhadia.z.dhyanesh@modelschool.com
496,SUNDAR JEYNTH,9,B,Model School,4/8/2000,male,A2-,1111111111,sundar.jeynthsundar.jeynth@modelschool.com
497,SUSENDARAN S,9,B,Trial School,2/9/2000,male,B1-,1111111111,susendaran.ssusendaran.s@trialschool.com
498,SWETHA S T,9,B,Trial School,2/20/2000,female,A+,1111111111,swetha.s.tswetha.s.t@trialschool.com
499,TYAGI ARJUN,9,B,Demo School,6/2/2000,male,A2-,1111111111,tyagi.arjun@demoschool.com
500,USHA PECHETTI,9,B,Trial School,5/14/2000,female,A1-,1111111111,usha.pechettiusha.pechetti@trialschool.com
501,VISHALI K,9,B,CBSE School,3/18/2000,female,B1+,1111111111,vishali.k@cbseschool.com
502,ANOOP VISHAL,10,A,Model School,5/9/2002,male,A+,1111111111,anoop.vishalanoop.vishal@modelschool.com
503,KARTHIK NITHIN,10,A,Model School,12/11/2002,male,A+,1111111111,karthik.nithinkarthik.nithin@modelschool.com
504,KRISHNAN S,10,A,CBSE School,4/8/2002,male,B-,1111111111,krishnan.s@cbseschool.com
505,MEGHANA,10,A,Trial School,2/9/2002,female,O+,1111111111,meghanameghana@trialschool.com
506,NOMIKA GAYATHRI,10,A,CBSE School,4/2/2002,female,AB+,1111111111,nomika.gayathri@cbseschool.com
507,PRIYA SHANMUGA A,10,A,Trial School,7/5/2002,female,A2B-,1111111111,priya.shanmuga.apriya.shanmuga.a@trialschool.com
508,PRIYANKA B,10,A,Trial School,5/9/2002,female,A1-,1111111111,priyanka.bpriyanka.b@trialschool.com
509,PURKAIT T SUNITHA,10,A,Model School,12/11/2002,male,B1-,1111111111,purkait.t.sunithapurkait.t.sunitha@modelschool.com
510,RISHOB P,10,A,CBSE School,4/8/2002,male,A2B+,1111111111,rishob.p@cbseschool.com
511,RM PRIYA CHELLA,10,A,CBSE School,2/9/2002,female,A1B-,1111111111,rm.priya.chella@cbseschool.com
512,ROONWAL S MUKUND,10,A,CBSE School,4/2/2002,male,A1B-,1111111111,roonwal.s.mukund@cbseschool.com
513,ROSE R JENIFER,10,A,Model School,7/5/2002,female,A1B-,1111111111,rose.r.jeniferrose.r.jenifer@modelschool.com
514,ROSHAN SUHIL M,10,A,Model School,5/9/2002,male,B1-,1111111111,roshan.suhil.mroshan.suhil.m@modelschool.com
515,ROSHNI VELLAISAMY,10,A,Model School,12/11/2002,female,B1-,1111111111,roshni.vellaisamyroshni.vellaisamy@modelschool.com
516,RUPESH C M,10,A,Model School,4/8/2002,male,AB-,1111111111,rupesh.c.mrupesh.c.m@modelschool.com
517,SANJANA,10,A,Trial School,2/9/2002,female,A2B+,1111111111,sanjanasanjana@trialschool.com
518,SUJIN M,10,A,Demo School,2/20/2002,male,A1B-,1111111111,sujin.m@demoschool.com
519,SUKHADIA Z DHYANESH,10,A,Trial School,6/2/2002,male,A-,1111111111,sukhadia.z.dhyaneshsukhadia.z.dhyanesh@trialschool.com
520,SUNDAR JEYNTH,10,A,Demo School,5/14/2002,male,O-,1111111111,sundar.jeynth@demoschool.com
521,SUSENDARAN S,10,A,CBSE School,3/18/2002,male,AB2+,1111111111,susendaran.s@cbseschool.com
522,ARCHANA B,10,B,CBSE School,5/9/2002,female,AB2+,1111111111,archana.b@cbseschool.com
523,ARVIND P,10,B,Demo School,12/11/2002,male,O-,1111111111,arvind.p@demoschool.com
524,ASHIRWADH VIJITH G,10,B,Demo School,4/8/2002,male,B-,1111111111,ashirwadh.vijith.g@demoschool.com
525,BHUVANESWARI REVATHI,10,B,CBSE School,2/9/2002,female,A1-,1111111111,bhuvaneswari.revathi@cbseschool.com
526,DUGGIRALA SAHAS,10,B,Trial School,4/2/2002,male,A2+,1111111111,duggirala.sahasduggirala.sahas@trialschool.com
527,DUTTA ROHAN,10,B,Demo School,7/5/2002,male,B1-,1111111111,dutta.rohan@demoschool.com
528,ELAKKIYA A,10,B,Demo School,5/9/2002,female,B1-,1111111111,elakkiya.a@demoschool.com
529,GUPTA PRASHANSHA,10,B,Demo School,12/11/2002,male,B1+,1111111111,gupta.prashansha@demoschool.com
530,GURU S C,10,B,CBSE School,4/8/2002,male,AB-,1111111111,guru.s.c@cbseschool.com
531,HEMALATHA A,10,B,Model School,2/9/2002,female,A2B-,1111111111,hemalatha.ahemalatha.a@modelschool.com
532,HEMANTH REDDY,10,B,Model School,4/2/2002,male,AB+,1111111111,hemanth.reddyhemanth.reddy@modelschool.com
533,HOWARD DAVID,10,B,Trial School,7/5/2002,male,AB2+,1111111111,howard.davidhoward.david@trialschool.com
534,HUBERT HYACINTH ANGELA,10,B,Model School,5/9/2002,male,B1+,1111111111,hubert.hyacinth.angelahubert.hyacinth.angela@modelschool.com
535,JANANI MOHANRAJ,10,B,CBSE School,12/11/2002,female,A1+,1111111111,janani.mohanraj@cbseschool.com
536,JANE BARRISTON,10,B,Model School,4/8/2002,female,A1B-,1111111111,jane.barristonjane.barriston@modelschool.com
537,JOY JOSHI,10,B,Trial School,2/9/2002,female,B1-,1111111111,joy.joshijoy.joshi@trialschool.com
538,PHANI KUMAR,10,B,Model School,2/20/2002,male,O-,1111111111,phani.kumarphani.kumar@modelschool.com
539,PORVI FOMRA,10,B,Demo School,6/2/2002,male,A2-,1111111111,porvi.fomra@demoschool.com
540,Sundar Ganesh,10,B,Trial School,5/14/2002,male,B2+,1111111111,sundar.ganeshsundar.ganesh@trialschool.com
541,VARSHA RAJA,10,B,Model School,3/18/2002,female,A1B-,1111111111,varsha.rajavarsha.raja@modelschool.com
542,DINESH,11,A,Model School,5/9/2001,male,A+,1111111111,dineshdinesh@modelschool.com
543,GOKULAKRISHNAN D,11,A,Model School,12/11/2001,male,O-,1111111111,gokulakrishnan.dgokulakrishnan.d@modelschool.com
544,GOLECHA NITESH,11,A,Model School,4/8/2001,male,A1B-,1111111111,golecha.niteshgolecha.nitesh@modelschool.com
545,GOPAL GAYATRI,11,A,Trial School,2/9/2001,male,A+,1111111111,gopal.gayatrigopal.gayatri@trialschool.com
546,GOWRI R,11,A,Demo School,4/2/2001,female,B2+,1111111111,gowri.r@demoschool.com
547,HARSHA B Ms,11,A,Model School,7/5/2001,female,A-,1111111111,harsha.b.msharsha.b.ms@modelschool.com
548,JANANI D,11,A,CBSE School,5/9/2001,female,AB+,1111111111,janani.d@cbseschool.com
549,JAYAKUMAR SHILPA,11,A,CBSE School,12/11/2001,male,B+,1111111111,jayakumar.shilpa@cbseschool.com
550,KIRTHIKAN B,11,A,Model School,4/8/2001,male,O-,1111111111,kirthikan.bkirthikan.b@modelschool.com
551,KIRUBASHANKAR T,11,A,CBSE School,2/9/2001,male,A1+,1111111111,kirubashankar.t@cbseschool.com
552,KIRUTHIKA R,11,A,CBSE School,4/2/2001,female,A2B-,1111111111,kiruthika.r@cbseschool.com
553,MERHABA MOHAMMED,11,A,Model School,7/5/2001,male,A1B+,1111111111,merhaba.mohammedmerhaba.mohammed@modelschool.com
554,MISSER O NITISHA,11,A,CBSE School,5/9/2001,male,A1+,1111111111,misser.o.nitisha@cbseschool.com
555,MISTRY BABITA,11,A,Trial School,12/11/2001,female,AB-,1111111111,mistry.babitamistry.babita@trialschool.com
556,MITHRA,11,A,Trial School,4/8/2001,female,AB+,1111111111,mithramithra@trialschool.com
557,NACHAL,11,A,Model School,2/9/2001,male,AB1+,1111111111,nachalnachal@modelschool.com
558,NADESAN SHIVANI,11,A,Demo School,2/20/2001,male,B-,1111111111,nadesan.shivani@demoschool.com
559,PAARKAVI D,11,A,Trial School,6/2/2001,female,O-,1111111111,paarkavi.dpaarkavi.d@trialschool.com
560,PRANAV STEVE P,11,A,Demo School,5/14/2001,male,B2+,1111111111,pranav.steve.p@demoschool.com
561,RAAGHAV R R,11,A,Demo School,3/18/2001,male,B-,1111111111,raaghav.r.r@demoschool.com
562,ADITYA R,11,B,Demo School,5/9/2001,male,B2+,1111111111,aditya.r@demoschool.com
563,KISHORE K,11,B,Trial School,12/11/2001,male,O-,1111111111,kishore.kkishore.k@trialschool.com
564,KOTHARI R CHIRAG,11,B,Trial School,4/8/2001,female,A+,1111111111,kothari.r.chiragkothari.r.chirag@trialschool.com
565,KOTHARI S DIXITHA,11,B,Demo School,2/9/2001,female,AB1+,1111111111,kothari.s.dixitha@demoschool.com
566,KR NACHIAPPAN,11,B,CBSE School,4/2/2001,male,B2+,1111111111,kr.nachiappan@cbseschool.com
567,NAG PROBAL,11,B,Demo School,7/5/2001,male,B2+,1111111111,nag.probal@demoschool.com
568,PRAJIT E,11,B,Demo School,5/9/2001,male,AB+,1111111111,prajit.e@demoschool.com
569,PRAKASH ADITI,11,B,Model School,12/11/2001,male,A1+,1111111111,prakash.aditiprakash.aditi@modelschool.com
570,RAAJAN AADITHIYA G,11,B,CBSE School,4/8/2001,male,A2-,1111111111,raajan.aadithiya.g@cbseschool.com
571,RAAM VINODH M,11,B,Demo School,2/9/2001,male,A1B+,1111111111,raam.vinodh.m@demoschool.com
572,RAGHURAM S,11,B,Trial School,4/2/2001,male,O-,1111111111,raghuram.sraghuram.s@trialschool.com
573,SAKTHI A,11,B,Demo School,7/5/2001,female,B-,1111111111,sakthi.a@demoschool.com
574,SOWMYA S,11,B,Model School,5/9/2001,female,B+,1111111111,sowmya.ssowmya.s@modelschool.com
575,SOWMYA V,11,B,Trial School,12/11/2001,female,B2+,1111111111,sowmya.vsowmya.v@trialschool.com
576,SPATIKA K,11,B,Demo School,4/8/2001,female,O-,1111111111,spatika.k@demoschool.com
577,SPOORTHI,11,B,Trial School,2/9/2001,female,B1-,1111111111,spoorthispoorthi@trialschool.com
578,SRAVANI KUDALA,11,B,Trial School,2/20/2001,male,A+,1111111111,sravani.kudalasravani.kudala@trialschool.com
579,SREEKAR S,11,B,Trial School,6/2/2001,male,B+,1111111111,sreekar.ssreekar.s@trialschool.com
580,ZEENATH,11,B,Demo School,5/14/2001,male,B1+,1111111111,zeenath@demoschool.com
581,RAAGHAV R R,11,B,Demo School,3/18/2001,male,A2-,1111111111,raaghav.r.r@demoschool.com
582,VIJITH G,12,A,CBSE School,5/9/2000,male,B+,1111111111,vijith.g@cbseschool.com
583,ADITYA RAJU GANAPATHI,12,A,Demo School,12/11/2000,male,B+,1111111111,aditya.raju.ganapathi@demoschool.com
584,MOHAMMED,12,A,Demo School,4/8/2000,male,B2+,1111111111,mohammed@demoschool.com
585,AG ABISHEK,12,A,CBSE School,2/9/2000,male,B1+,1111111111,ag.abishek@cbseschool.com
586,AGRAWAL PARUL,12,A,Demo School,4/2/2000,male,O-,1111111111,agrawal.parul@demoschool.com
587,ANNAMALAI VISHWANATH M,12,A,Demo School,7/5/2000,male,B1+,1111111111,annamalai.vishwanath.m@demoschool.com
588,ARCHITA S,12,A,CBSE School,5/9/2000,female,AB+,1111111111,archita.s@cbseschool.com
589,ARJUNASARATHY M,12,A,CBSE School,12/11/2000,male,B2+,1111111111,arjunasarathy.m@cbseschool.com
590,ASHIRWADH M,12,A,Model School,4/8/2000,male,B1+,1111111111,ashirwadh.mashirwadh.m@modelschool.com
591,BHUVANESWARI REVATHI,12,A,Trial School,2/9/2000,female,A-,1111111111,bhuvaneswari.revathibhuvaneswari.revathi@trialschool.com
592,BINDHU J,12,A,Model School,4/2/2000,female,A2B-,1111111111,bindhu.jbindhu.j@modelschool.com
593,CHARANYA MOHAN P,12,A,Trial School,7/5/2000,female,A2B+,1111111111,charanya.mohan.pcharanya.mohan.p@trialschool.com
594,GARAVIND S,12,A,Demo School,5/9/2000,male,A-,1111111111,garavind.s@demoschool.com
595,KALPANA REJINA,12,A,Trial School,12/11/2000,female,A2B+,1111111111,kalpana.rejinakalpana.rejina@trialschool.com
596,KAREENA K,12,A,Demo School,4/8/2000,female,AB2+,1111111111,kareena.k@demoschool.com
597,LAVANYA N,12,A,Trial School,2/9/2000,female,B1-,1111111111,lavanya.nlavanya.n@trialschool.com
598,MALINI S,12,A,Demo School,2/20/2000,female,A1+,1111111111,malini.s@demoschool.com
599,NARCHANA B,12,A,Trial School,6/2/2000,female,A1-,1111111111,narchana.bnarchana.b@trialschool.com
600,NIKHIL GAEKWAD G,12,A,CBSE School,5/14/2000,male,B-,1111111111,nikhil.gaekwad.g@cbseschool.com
601,ZUBBIN KALI,12,A,CBSE School,3/18/2000,male,A2B+,1111111111,zubbin.kali@cbseschool.com
602,AANCHAL GUPTA,12,B,Demo School,5/9/2000,male,A1B+,1111111111,aanchal.gupta@demoschool.com
603,AHAD KHAN,12,B,Model School,12/11/2000,male,A2+,1111111111,ahad.khanahad.khan@modelschool.com
604,AISHWARYA A,12,B,Demo School,4/8/2000,female,AB1+,1111111111,aishwarya.a@demoschool.com
605,AJAYSESHATTHRI V G,12,B,Model School,2/9/2000,male,B1-,1111111111,ajayseshatthri.v.gajayseshatthri.v.g@modelschool.com
606,AJITH S T,12,B,Model School,4/2/2000,male,A2B-,1111111111,ajith.s.tajith.s.t@modelschool.com
607,AKANKSHA MALHOTRA,12,B,Demo School,7/5/2000,female,A2B-,1111111111,akanksha.malhotra@demoschool.com
608,ANJAN CHIDAMBARAM,12,B,Demo School,5/9/2000,male,O-,1111111111,anjan.chidambaram@demoschool.com
609,ANJU KURIAN,12,B,CBSE School,12/11/2000,female,A1B-,1111111111,anju.kurian@cbseschool.com
610,BALIK MAASHA,12,B,CBSE School,4/8/2000,male,A+,1111111111,balik.maasha@cbseschool.com
611,CHANDRA GUPTA,12,B,Model School,2/9/2000,male,AB+,1111111111,chandra.guptachandra.gupta@modelschool.com
612,DINAKARAN G,12,B,Model School,4/2/2000,male,B2+,1111111111,dinakaran.gdinakaran.g@modelschool.com
613,EESHA P,12,B,Trial School,7/5/2000,female,A1B-,1111111111,eesha.peesha.p@trialschool.com
614,JENNY VIJAY,12,B,Trial School,5/9/2000,male,AB1+,1111111111,jenny.vijayjenny.vijay@trialschool.com
615,KURUSHI MEHTA,12,B,Trial School,12/11/2000,female,B1+,1111111111,kurushi.mehtakurushi.mehta@trialschool.com
616,MANVIK DESAI,12,B,CBSE School,4/8/2000,male,A2-,1111111111,manvik.desai@cbseschool.com
617,MORGAN JP,12,B,Model School,2/9/2000,male,AB2+,1111111111,morgan.jpmorgan.jp@modelschool.com
618,NEHA RAJAN K,12,B,Model School,2/20/2000,male,A2B+,1111111111,neha.rajan.kneha.rajan.k@modelschool.com
619,NIRANJAN N,12,B,CBSE School,6/2/2000,male,A1+,1111111111,niranjan.n@cbseschool.com
620,PRAFUL B,12,B,Model School,5/14/2000,male,A1-,1111111111,praful.bpraful.b@modelschool.com
621,VIDHI BISANI,12,B,Model School,3/18/2000,female,B+,1111111111,vidhi.bisanividhi.bisani@modelschool.com
